Feed_Temp_K,Feed_Press_Pa,Benzene_Frac,Stages,Feed_Stage,Reflux_Ratio,Bottoms_Rate
-0.2443198339021589,-1.0836789364000157,-0.6706001040804653,-0.3144902689957184,1.528229432216687,0.4710911611007583,-0.39981165608303937
-0.9597289999080489,1.175938119524191,-0.5753596406912624,-1.4813842241405668,-1.5470431034833698,-0.48515766410991423,-0.3236108654040532
-0.475542840141671,-0.5632851129385728,-0.8337284897237983,0.2689567085767058,-0.009406835633341456,-1.3627527196035047,-0.2332754364457884
1.3014273524934843,0.7095130628533906,1.7121196367275215,-1.4813842241405668,1.1438203652541798,1.5210783977437863,-0.9493314174031114
1.3653200705900106,-1.2080050329855934,-1.6370032148906004,0.2689567085767058,-0.3938159025958486,0.5786849223422916,0.5335227510468071
0.90748995059461,-0.16998651854080685,0.7423660709977651,-0.3144902689957184,0.37500223132916566,1.0243405189145511,-0.976946363884481
-1.0138683727507538,1.5637059125588089,-0.9885032887266141,-1.4813842241405668,0.37500223132916566,-1.0870979926704063,-0.6862433158949083
-0.6010498719008698,-0.3110266188839711,0.022821322386779395,1.4358506637215542,0.37500223132916566,-1.2988609673501104,0.0015120060743830154
0.8154743920790073,1.5783404689262148,-1.4146259643566774,0.2689567085767058,1.528229432216687,-0.4265158890464646,1.4268750378783799
-0.9163689155675745,-0.48222547202025035,0.8420439153141993,-0.3144902689957184,0.37500223132916566,0.241897396569948,-0.39092817386800305
0.6167059567365311,-1.2901463177175023,-1.5130833962962504,-0.3144902689957184,0.37500223132916566,-0.29516159594610714,-0.4950155874862735
1.228077190123194,1.6013462293223528,-1.044587299716105,0.85240368614913,-0.7782249695583556,1.7228178838763661,-1.0605214723392626
-1.7242423006346206,-1.4246498943496662,1.6760625710644896,0.85240368614913,-1.1626340365208627,-1.252673977788655,-0.8933862152324638
-0.36446250182569867,-1.3122967141557758,1.0593804988661315,0.85240368614913,0.7594112982916728,-0.7417145512074134,1.5014626417114203
-0.10691426385830377,1.6215312052707196,-0.8307882322712822,-0.8979372465681427,-0.009406835633341456,-0.149804905811585,-0.4314726634594182
0.9607312513832108,-0.31677072610859464,-1.6642158954677135,0.2689567085767058,1.528229432216687,-0.007960652780190905,0.48866843685011263
-0.8666522383103058,-0.5401870476243483,1.6874173340141527,-1.4813842241405668,0.37500223132916566,0.3619148060582743,1.537009963732155
-1.2844304727902902,1.5432929256364276,-1.622667281089843,0.2689567085767058,-0.7782249695583556,0.048439448191849456,1.4513595722151884
-0.7860396282724529,-1.4215464337454085,-1.0521511058582351,-0.8979372465681427,0.7594112982916728,1.217710995838565,-0.15315783476842057
0.5815967313705266,-1.3997055848679825,1.442550454920424,-0.8979372465681427,0.7594112982916728,-0.6663188054506539,-0.8873205084032757
1.167685264188261,1.205094290280694,-0.3994857656802671,-0.3144902689957184,-1.5470431034833698,-0.30479959042185245,-1.187705308536862
-1.3502457296504098,-1.1349708903674314,1.7269040562011997,1.4358506637215542,0.37500223132916566,-0.9259634605740483,-0.33992199841394116
-0.6716223866520322,1.373791110400249,0.47251414772529526,0.2689567085767058,-0.7782249695583556,0.40801042456509146,1.0006762333091326
